StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q42,Q45,Q3,Q37,Q38,Q25#1_2,Q25#1_3,Q25#1_33,Q25#1_37,Q25#1_6,Q25#1_7,Q25#2_2,Q25#2_3,Q25#2_33,Q25#2_37,Q25#2_6,Q25#2_7,Q25#3_2,Q25#3_3,Q25#3_33,Q25#3_37,Q25#3_6,Q25#3_7,Q25#4_2,Q25#4_3,Q25#4_33,Q25#4_37,Q25#4_6,Q25#4_7,Q25#5_2,Q25#5_3,Q25#5_33,Q25#5_37,Q25#5_6,Q25#5_7,Q34#1_2,Q34#1_3,Q34#1_33,Q34#1_37,Q34#1_6,Q34#1_7,Q36,Q36_3_TEXT,Q30,Q31,Q39,Q17,Q18,Q9,Q32,Q47,Q31,Q33,Q48,Q34,Q35,Q49,Q19,Q20,Q37,Q38,Q39,Q40,Q44,Q41,Q42,Q43,Q43,MTurkCode
2017-10-20 15:49:26,2017-10-20 15:54:23,IP Address,99.190.112.31,100,297,True,2017-10-20 15:54:24,R_1AqzCuZCBJpaaOJ,,,,,34.286804199219,-118.61399841309,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer,Clothes Washer",Clothes Dryer,,,,,7-10 years,,,,,,No,,,,,,$50 or less,,,,,,0-30 days,,,,,,Yes,,,,,,,,,,Own,,No,,Mostly older (more than 5 years),Los Angeles Department of Water and Power (LADWP),,,,,,,,,,,You,,61-70 years old,Female,Black or African American,"$21,000-$80,000",Some college,2,91311,,A2TWNZAXELMZXX,34517964
2017-10-20 15:51:42,2017-10-20 15:54:46,IP Address,70.209.199.12,100,184,True,2017-10-20 15:54:47,R_1Nt3kIv5lwc6FDz,,,,,33.623794555664,-117.25689697266,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer,Clothes Washer,Water Heater",Refrigerator,,,1-3 years,,,,,,Yes,,,,,,More than $300,,,,,,31-60 days,,,,,,Yes,,,,,,Sold it,,,,,,Rent,,No,,Mostly newer (5 years old or less),Southern California Edison (SCE),,,,,"California Alternate Rates for Energy (CARE),Energy Savings Assistance Program",,3-4 years,,,,You,,31-40 years old,Female,White,"$21,000-$80,000",High school graduate or GED,4,92386,,A1PD0NGV29HX0W,31037816
2017-10-20 15:54:16,2017-10-20 15:55:47,IP Address,205.156.136.229,100,90,True,2017-10-20 15:55:47,R_SH9tRYk3jua3UTn,,,,,40.760498046875,-73.993301391602,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer","Refrigerator,Clothes Dryer,Clothes Washer",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,2015,Mostly newer (5 years old or less),Pacific Gas and Electric Company (PG&E),,,,,,,,,,,"Spouse, domestic partner, or roommate",,21-30 years old,Female,Asian,">$160,000",Bachelor's degree or higher,2,94010,,A2M9D02CIVECE3,1983526
2017-10-20 15:54:14,2017-10-20 15:56:15,IP Address,76.103.81.2,100,121,True,2017-10-20 15:56:15,R_2gFrYOQ1VYheop3,,,,,37.680999755859,-122.12440490723,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor","Refrigerator,Pool pump/motor",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,No,,Mostly newer (5 years old or less),Pacific Gas and Electric Company (PG&E),,,,,,,,,,,"Spouse, domestic partner, or roommate",,21-30 years old,Male,White,"$21,000-$80,000","More than 8th grade, but not a high school graduate",4,94580,,A2Z4P35LHUH2WP,90995333
2017-10-20 15:53:49,2017-10-20 15:56:41,IP Address,47.145.43.125,100,171,True,2017-10-20 15:56:41,R_rcLoVhI2SUD9G01,,,,,33.728302001953,-117.14640045166,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Water Heater",,,1-3 years,,,,1-3 years,,No,,,,No,,Don't remember,,,,$101-300,,31-60 days,,,,31-60 days,,Yes,,,,Yes,,,,,,,,Own,,Yes,2017,Mostly newer (5 years old or less),Pacific Gas and Electric Company (PG&E),,California Alternate Rates for Energy (CARE),,1-6 months,,,,,,,"Spouse, domestic partner, or roommate",,21-30 years old,Male,Prefer not to answer,"$21,000-$80,000",Some college,3,92508,,A148E0MMDWK270,14104264
2017-10-20 15:54:03,2017-10-20 15:58:17,IP Address,73.189.28.201,100,253,True,2017-10-20 15:58:17,R_2Y52GhlN9P1zSTf,,,,,37.044799804688,-122.10209655762,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer","Refrigerator,Clothes Dryer,Clothes Washer",,Yes,"Yes, probably. I live in a house with several others, and we share responsibilities on bills, so sometimes things get lost in translation. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,2015,Mostly newer (5 years old or less),Pacific Gas and Electric Company (PG&E),,,,,,,,,,,"Spouse, domestic partner, or roommate",,21-30 years old,Male,White,"$21,000-$80,000",Bachelor's degree or higher,1,95060,N/A,A23TGEQ4CG90PA,59768357
2017-10-20 15:53:17,2017-10-20 15:59:30,IP Address,108.94.161.15,100,373,True,2017-10-20 15:59:31,R_do570yoJiQ92dFL,,,,,37.779098510742,-122.21580505371,anonymous,EN,"Refrigerator,Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,Yes,2011,Mostly newer (5 years old or less),Pacific Gas and Electric Company (PG&E),,,,,,,,,,,"Spouse, domestic partner, or roommate",,41-50 years old,Male,Asian,"$81,000-$160,000",Bachelor's degree or higher,2,94619,,A101TTS7WAVXAV,63227869
2017-10-20 15:56:47,2017-10-20 15:59:33,IP Address,67.181.25.70,100,165,True,2017-10-20 15:59:33,R_DbKpmNw3BcU5beF,,,,,38.693206787109,-121.31159973145,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor","Clothes Dryer,Clothes Washer,Water Heater","Clothes Dryer,Clothes Washer",,,,,4-6 years,4-6 years,,,,,Yes,No,,,,,$51-100,$51-100,,,,,0-30 days,0-30 days,,,,,Yes,Yes,,,,,Scrapped it,,,,Own,,No,,Mostly newer (5 years old or less),Sacramento Municipal Utility District (SMUD),,,,,,,,,,,You,,61-70 years old,Male,White,"$81,000-$160,000",Some college,3,95621,,AKVDY8OXNMQED,43878719
2017-10-20 15:55:30,2017-10-20 16:00:01,IP Address,174.222.5.18,100,270,True,2017-10-20 16:00:01,R_1NFeKVpMHWPpZZN,,,,,37.751007080078,-97.821998596191,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor","Refrigerator,Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor",Water Heater,,,,,,,1-3 years,,,,,,No,,,,,,$101-300,,,,,,0-30 days,,,,,,Yes,,,,,,,,Own,,No,,Mostly newer (5 years old or less),Sacramento Municipal Utility District (SMUD),,,,,,,,,,,You,,21-30 years old,Male,"White,Hispanic or Latino","$81,000-$160,000",Some college,2,95823,No,AZNYW33Q9FOLU,50796084
2017-10-20 15:59:03,2017-10-20 16:00:34,IP Address,107.132.216.234,100,91,True,2017-10-20 16:00:34,R_AjIfOIb0U2aMwsF,,,,,35.383193969727,-119.22720336914,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater",I did not purchase any of these,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,No,,Mostly older (more than 5 years),Pacific Gas and Electric Company (PG&E),,California Alternate Rates for Energy (CARE),,7-10 years,,,,,,,You,,31-40 years old,Female,White,"$21,000-$80,000",Bachelor's degree or higher,2,93312,,A2581F7TDPAMBQ,33678065
2017-10-20 15:58:47,2017-10-20 16:00:37,IP Address,76.14.132.7,100,109,True,2017-10-20 16:00:37,R_20hhcctu0SY1xEB,,,,,38.805206298828,-121.24530029297,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer,Clothes Washer",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,Yes,2015,Mostly newer (5 years old or less),Pacific Gas and Electric Company (PG&E),,California Alternate Rates for Energy (CARE),,3-4 years,,,,,,,You,,31-40 years old,Male,White,"$21,000-$80,000",Some college,4,95678,,A36WMCXP1MNYXP,28134551
2017-10-20 16:00:45,2017-10-20 16:02:22,IP Address,174.68.111.239,100,97,True,2017-10-20 16:02:23,R_XNCGIX7J8aZpAD7,,,,,32.636093139648,-117.05319976807,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer",I did not purchase any of these,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,No,,Mostly older (more than 5 years),San Diego Gas & Electric (SDG&E),,,,,,,,,,,Other,parents,21-30 years old,Female,Asian,Prefer not to answer,Bachelor's degree or higher,4,91915,,A1E9DZHKYPDSRF,44486368
2017-10-20 16:00:32,2017-10-20 16:03:23,IP Address,47.146.53.61,100,170,True,2017-10-20 16:03:23,R_2Clg57Vzibv1uKi,,,,,34.224899291992,-117.37609863281,anonymous,EN,"Refrigerator,Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater",Refrigerator,,,1-3 years,,,,,,No,,,,,,$51-100,,,,,,0-30 days,,,,,,Yes,,,,,,,,,,,,Own,,No,,Mostly newer (5 years old or less),Southern California Edison (SCE),,,,,"California Alternate Rates for Energy (CARE),Energy Savings Assistance Program",,3-4 years,,,,You,,21-30 years old,Male,Hispanic or Latino,"$21,000-$80,000",High school graduate or GED,More than 4,92411,,A1IBVWKNX3OKK7,14021070
2017-10-20 16:02:57,2017-10-20 16:04:48,IP Address,205.225.192.66,100,110,True,2017-10-20 16:04:48,R_sNyZNWmaG0cyX0R,,,,,38.581604003906,-121.49440002441,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor","Refrigerator,Water Heater,Pool pump/motor",Water Heater,,,,,,,Less than 1 year,,,,,,Yes,,,,,,$51-100,,,,,,0-30 days,,,,,,Yes,,,,,,Scrapped it,,Own,,No,,Mostly older (more than 5 years),Sacramento Municipal Utility District (SMUD),,,,,,,,,,,You,,51-60 years old,Male,"White,Hispanic or Latino","$81,000-$160,000",Some college,3,95758,,A3F2J0WFJKEHQ6,68934109
2017-10-20 16:03:46,2017-10-20 16:06:34,IP Address,216.129.126.118,100,168,True,2017-10-20 16:06:35,R_1d4gG6r67aXUi2Q,,,,,37.311996459961,-121.96600341797,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer","Clothes Dryer,Clothes Washer",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,No,,Mostly older (more than 5 years),Pacific Gas and Electric Company (PG&E),,,,,,,,,,,You,,21-30 years old,Male,Asian,"$81,000-$160,000",Bachelor's degree or higher,1,94121,,A3DU63P4KYJHOO,15666977
2017-10-20 16:06:29,2017-10-20 16:08:41,IP Address,107.203.176.10,100,132,True,2017-10-20 16:08:41,R_AhxLKoNyzpN5Jxn,,,,,34.406494140625,-118.4015045166,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor","Refrigerator,Clothes Dryer,Clothes Washer,Pool pump/motor",Refrigerator,,,1-3 years,,,,,,Yes,,,,,,$51-100,,,,,,31-60 days,,,,,,Yes,,,,,,Kept it,,,,,,Rent,,Yes,2014,Mostly newer (5 years old or less),Southern California Edison (SCE),,,,,California Alternate Rates for Energy (CARE),,3-4 years,,,,You,,21-30 years old,Female,Asian,"$21,000-$80,000",Bachelor's degree or higher,1,94112,,A214M6BELJC3DH,27635490
2017-10-20 16:07:40,2017-10-20 16:10:18,IP Address,162.226.190.29,100,157,True,2017-10-20 16:10:19,R_TgRYF0Kea4zyIXT,,,,,33.870300292969,-117.92530059814,anonymous,EN,"Refrigerator,Window Air Conditioner,Clothes Washer,Water Heater","Refrigerator,Window Air Conditioner,Clothes Washer,Water Heater",,Yes,"I have no idea, I guess I did not think about it at the time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,2014,Mostly newer (5 years old or less),Southern California Edison (SCE),,,,,California Alternate Rates for Energy (CARE),,3-4 years,,,,"Spouse, domestic partner, or roommate",,21-30 years old,Female,"White,Hispanic or Latino","$21,000-$80,000",Some college,2,92832,,A0017268R9SKD8U2Y3F,43005998
2017-10-20 16:08:59,2017-10-20 16:12:28,IP Address,24.130.10.251,100,209,True,2017-10-20 16:12:29,R_1rODlyqMBZ5wwg8,,,,,37.442901611328,-122.15139770508,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer","Refrigerator,Clothes Dryer,Clothes Washer,Pool pump/motor",Refrigerator,,,1-3 years,,,,,,Yes,,,,,,$101-300,,,,,,31-60 days,,,,,,Yes,,,,,,Kept it,,,,,,Rent,,Yes,2017,Mostly newer (5 years old or less),Pacific Gas and Electric Company (PG&E),,California Alternate Rates for Energy (CARE),,3-4 years,,,,,,,Landlord,,21-30 years old,Female,Asian,"$21,000-$80,000",Bachelor's degree or higher,3,94087,n/a," A1R1DNFY1J4L2E",27612195
2017-10-20 16:08:05,2017-10-20 16:12:33,IP Address,76.175.138.29,100,268,True,2017-10-20 16:12:34,R_2dZrWCLafyFuC1E,,,,,33.972793579102,-118.35269927979,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer","Refrigerator,Clothes Dryer,Clothes Washer",Refrigerator,,,1-3 years,,,,,,Yes,,,,,,$50 or less,,,,,,31-60 days,,,,,,Yes,,,,,,Recycled it,,,,,,Rent,,Yes,2013,Mostly newer (5 years old or less),Southern California Edison (SCE),,,,,Energy Savings Assistance Program,,,,,,"Spouse, domestic partner, or roommate",,21-30 years old,Female,Hispanic or Latino,"$21,000-$80,000",Bachelor's degree or higher,4,90301,,A3E4M6VK1VT03Y,4752220
2017-10-20 16:08:06,2017-10-20 16:13:08,IP Address,108.65.76.70,100,302,True,2017-10-20 16:13:09,R_1DZsS0c7YhABprj,,,,,37.384506225586,-122.08810424805,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer,Clothes Washer,Water Heater",Water Heater,,,,,,,1-3 years,,,,,,Yes,,,,,,$50 or less,,,,,,Don't remember,,,,,,No,,,,,,Recycled it,,Rent,,No,,Mostly older (more than 5 years),Pacific Gas and Electric Company (PG&E),,,,,,,,,,,You,,41-50 years old,Female,White,"<$20,000",Bachelor's degree or higher,2,93450,"nothing to add so far, thanks",A3JKFYKPYYR0O0,60822608
2017-10-20 16:07:49,2017-10-20 16:13:10,IP Address,98.185.224.20,100,321,True,2017-10-20 16:13:10,R_2Ttad3kfZRcnqh4,,,,,34.502105712891,-120.12870025635,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Clothes Dryer,Clothes Washer",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,2013,Mostly newer (5 years old or less),Southern California Edison (SCE),,,,,,,,,,,You,,31-40 years old,Female,White,"$81,000-$160,000",Bachelor's degree or higher,2,93101,"I had no idea about these rebates! Thank you for bringing them to my attention as it will be something I will look at for future purchases.

Enjoyable survey and extremely useful information. Thank you and good luck with your research!",A1E71BVMGWCN8L,51215563
2017-10-20 16:13:49,2017-10-20 16:15:45,IP Address,45.49.203.176,100,115,True,2017-10-20 16:15:45,R_11hi6ySLTZtdaZn,,,,,34.100601196289,-118.32749938965,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Water Heater",Refrigerator,,,1-3 years,,,,,,Yes,,,,,,$51-100,,,,,,0-30 days,,,,,,Yes,,,,,,Recycled it,,,,,,Rent,,No,,Mostly older (more than 5 years),Los Angeles Department of Water and Power (LADWP),,,,,,,,,,,"Spouse, domestic partner, or roommate",,21-30 years old,Male,Asian,"$21,000-$80,000",Bachelor's degree or higher,3,90004,,A2LMNFSF3LG9VS,76504334
2017-10-20 16:14:17,2017-10-20 16:16:24,IP Address,40.139.141.234,100,126,True,2017-10-20 16:16:24,R_2QsqfT3OeGYRkDc,,,,,37.491394042969,-122.21099853516,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor",Refrigerator,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,Yes,2014,Mostly older (more than 5 years),Pacific Gas and Electric Company (PG&E),,,,,,,,,,,"Spouse, domestic partner, or roommate",,31-40 years old,Male,White,"$81,000-$160,000",Bachelor's degree or higher,2,94063,,A7SI6RWKJGHSW,59077223
2017-10-20 16:15:21,2017-10-20 16:16:38,IP Address,24.5.221.110,100,77,True,2017-10-20 16:16:39,R_vYRD9dcjK6Z8K7n,,,,,37.718597412109,-121.91639709473,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater",I did not purchase any of these,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,No,,Mostly older (more than 5 years),Pacific Gas and Electric Company (PG&E),,SmartRate,,,,,,,,,"Spouse, domestic partner, or roommate",,21-30 years old,Male,Asian,"$21,000-$80,000",Bachelor's degree or higher,3,94568,,AQ9QT3L1WGEPO,51539729
2017-10-20 16:10:15,2017-10-20 16:17:30,IP Address,198.147.225.26,100,435,True,2017-10-20 16:17:31,R_9RzZSVe8iwBFYVb,,,,,32.965606689453,-117.12699890137,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer",I did not purchase any of these,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,No,,Mostly older (more than 5 years),Southern California Edison (SCE),,,,,California Alternate Rates for Energy (CARE),,7-10 years,,,,You,,51-60 years old,Male,White,"<$20,000",High school graduate or GED,1,92691,thanks,A20ASMCESA51U4,56205278
2017-10-20 16:16:05,2017-10-20 16:17:45,IP Address,12.201.80.66,100,100,True,2017-10-20 16:17:45,R_VP8IfWtcgSRLaW5,,,,,34.06689453125,-118.31089782715,anonymous,EN,Refrigerator,I did not purchase any of these,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,,Mostly newer (5 years old or less),Los Angeles Department of Water and Power (LADWP),,,,,,,,,,,You,,31-40 years old,Female,Other,"$21,000-$80,000",Bachelor's degree or higher,1,90005,,A2Q96LE5Y0P424,15319288
2017-10-20 16:10:22,2017-10-20 16:19:54,IP Address,76.21.71.205,100,571,True,2017-10-20 16:19:54,R_3jTFQUDkqfbwRF3,,,,,37.316192626953,-121.93330383301,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Washer",Clothes Washer,,,,,,1-3 years,,,,,,Yes,,,,,,$101-300,,,,,,0-30 days,,,,,,Yes,,,,,,Sold it,,,Rent,,Yes,2015,Mostly newer (5 years old or less),Pacific Gas and Electric Company (PG&E),,Family Electric Rate Assistance (FERA),,,,,,,,,"Spouse, domestic partner, or roommate",,41-50 years old,Female,White,"$21,000-$80,000",Bachelor's degree or higher,3,95134,na,AH10I9WRTFN8A,17449862
2017-10-20 16:15:32,2017-10-20 16:20:49,IP Address,172.251.175.19,100,316,True,2017-10-20 16:20:50,R_3fws6IFGvxxwFaQ,,,,,34.174896240234,-118.61520385742,anonymous,EN,Refrigerator,Refrigerator,Refrigerator,,,1-3 years,,,,,,Yes,,,,,,$101-300,,,,,,0-30 days,,,,,,Yes,,,,,,Recycled it,,,,,,Rent,,Yes,2015,Mostly older (more than 5 years),Los Angeles Department of Water and Power (LADWP),,,,,,,,,,,You,,31-40 years old,Male,"White,Hispanic or Latino","$21,000-$80,000",Bachelor's degree or higher,1,91304,,A6JOC24PSUEEC,21023245
2017-10-20 16:17:46,2017-10-20 16:20:54,IP Address,174.134.37.21,100,187,True,2017-10-20 16:20:54,R_vwu782pQBMzxTcB,,,,,35.345596313477,-119.07559967041,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Window Air Conditioner,Clothes Dryer,Clothes Washer,Pool pump/motor","Refrigerator,Clothes Dryer,Clothes Washer",,,1-3 years,,1-3 years,1-3 years,,,No,,No,No,,,Don't remember,,Don't remember,Don't remember,,,0-30 days,,0-30 days,0-30 days,,,Yes,,Yes,Yes,,,,,,,,,Rent,,Yes,2015,Mostly older (more than 5 years),Pacific Gas and Electric Company (PG&E),,SmartRate,,,,,,,,,"Spouse, domestic partner, or roommate",,31-40 years old,Male,White,"$81,000-$160,000",Bachelor's degree or higher,3,93304,Thanks!,A5P4NZBHLQIU5,82343106
2017-10-20 16:05:46,2017-10-20 16:20:54,IP Address,63.241.40.131,100,908,True,2017-10-20 16:20:54,R_3KIcToExCO9Lo4M,,,,,34.054397583008,-118.2440032959,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer,Clothes Washer",Refrigerator,,,4-6 years,,,,,,No,,,,,,$51-100,,,,,,>60 days,,,,,,Yes,,,,,,,,,,,,Rent,,Yes,2017,Mostly older (more than 5 years),San Diego Gas & Electric (SDG&E),,,,,,,,Other,I am not enrolled in any program at the moment,,You,,41-50 years old,Female,Asian,"$81,000-$160,000",Bachelor's degree or higher,2,92101,N/A,A34J6IBB4DGYP1,23697220
2017-10-20 16:18:20,2017-10-20 16:21:56,IP Address,24.205.20.167,100,216,True,2017-10-20 16:21:56,R_e4zn0UBnm49rWBX,,,,,34.076095581055,-118.14419555664,anonymous,EN,"Refrigerator,Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater","Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater",,Yes,I don't recall any rebate programs being advertised at the time we made the purchases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,Yes,2011,Mostly older (more than 5 years),Southern California Edison (SCE),,,,,,,,,,,You,,51-60 years old,Female,Asian,"$21,000-$80,000",Some college,3,91803,,A1ZWJF3V4NXN6H,692941
2017-10-20 16:20:11,2017-10-20 16:24:02,IP Address,107.128.41.217,100,231,True,2017-10-20 16:24:03,R_1nTshjwJC1GtXJ6,,,,,34.137893676758,-118.1296005249,anonymous,EN,"Refrigerator,Window Air Conditioner,Clothes Washer,Water Heater",I did not purchase any of these,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,No,,Mostly newer (5 years old or less),Other,PWP Water & Power,,,,,,,,,,You,,61-70 years old,Female,White,"<$20,000",Some college,2,91106,Very good survey. Thank you for letting me participate today.,A2DXF3Y88VG4KN,86627707
2017-10-20 16:20:34,2017-10-20 16:24:24,IP Address,50.197.186.73,100,229,True,2017-10-20 16:24:24,R_37ZKM3J5j8YSqQ1,,,,,37.32389831543,-121.91439819336,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer,Clothes Washer",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,Yes,2015,Mostly newer (5 years old or less),Pacific Gas and Electric Company (PG&E),,,,,,,,,,,You,,31-40 years old,Male,White,"$81,000-$160,000",Some college,3,94803,,A3FLAPKQVDRPJE,69197151
2017-10-20 16:16:13,2017-10-20 16:24:27,IP Address,107.77.211.99,100,493,True,2017-10-20 16:24:28,R_pJyFoXjldDiwGf7,,,,,37.804397583008,-122.27079772949,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer,Clothes Washer","Refrigerator,Clothes Dryer,Clothes Washer",,,4-6 years,,1-3 years,1-3 years,,,Yes,,No,Yes,,,$51-100,,$101-300,$101-300,,,0-30 days,,0-30 days,0-30 days,,,Yes,,Yes,Yes,,,Scrapped it,,,Sold it,,,Rent,,Yes,2010,Mostly newer (5 years old or less),Pacific Gas and Electric Company (PG&E),,,,,,,,,,,You,,31-40 years old,Female,White,"$21,000-$80,000",Bachelor's degree or higher,3,94117,,AOBTFLJU2BEPR,53865773
2017-10-20 16:21:58,2017-10-20 16:24:48,IP Address,24.205.161.102,100,169,True,2017-10-20 16:24:48,R_2s5vD4bKpUjFOCH,,,,,34.02490234375,-117.89730072021,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater","Refrigerator,Clothes Dryer,Clothes Washer",,Yes,"I don't think I was ever eligible and if I was, I wasn't aware at that time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,No,,Mostly newer (5 years old or less),Southern California Edison (SCE),,,,,,,,,,,"Spouse, domestic partner, or roommate",,31-40 years old,Female,"White,Asian","<$20,000",Bachelor's degree or higher,Prefer not to answer,91748,,AE5LQ7ZQ1RK9A,93297739
2017-10-20 16:24:31,2017-10-20 16:25:35,IP Address,104.174.223.0,100,63,True,2017-10-20 16:25:35,R_32SncAk124gH3zt,,,,,34.097396850586,-117.90730285645,anonymous,EN,Refrigerator,I did not purchase any of these,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,No,,Mostly older (more than 5 years),Southern California Edison (SCE),,,,,,,,,,,You,,21-30 years old,Male,Asian,"$21,000-$80,000",Bachelor's degree or higher,1,91801,None,A1A3TGZ7DKJWRW,7001476
2017-10-20 16:22:50,2017-10-20 16:25:39,IP Address,99.162.69.196,100,169,True,2017-10-20 16:25:40,R_31F49pjnhrarHVN,,,,,36.647796630859,-121.62590026855,anonymous,EN,"Refrigerator,Clothes Dryer,Clothes Washer,Water Heater",Refrigerator,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,No,,Mostly newer (5 years old or less),Pacific Gas and Electric Company (PG&E),,,,,,,,,,,You,,31-40 years old,Male,Hispanic or Latino,"$21,000-$80,000",Bachelor's degree or higher,2,93905,,A1OVGCI9KUL4MI,20451604
2017-10-20 16:26:53,2017-10-20 16:28:40,IP Address,50.46.133.160,100,106,True,2017-10-20 16:28:41,R_bvgBl0VR1FJcRLb,,,,,47.820907592773,-122.31510162354,anonymous,EN,"Refrigerator,Clothes Washer,Water Heater",I did not purchase any of these,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,No,,Mostly older (more than 5 years),Other,Hercules Municipal PUD,,,,,,,,,,You,,31-40 years old,Male,White,"$21,000-$80,000",Bachelor's degree or higher,1,94547,,A2E3TO92MCQ9XU,53096963
2017-10-20 16:25:39,2017-10-20 16:30:02,IP Address,76.14.30.138,100,263,True,2017-10-20 16:30:03,R_30bILREwp3Cu3g3,,,,,37.567092895508,-122.37100219727,anonymous,EN,"Refrigerator,Clothes Washer,Water Heater",Clothes Dryer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,2012,Mostly older (more than 5 years),Pacific Gas and Electric Company (PG&E),,SmartRate,,,,,,,,,You,,31-40 years old,Male,Asian,"$81,000-$160,000",Bachelor's degree or higher,2,94587,,A2IJOA96VUXRDR,42021816
