StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q42,Q45,Q3,Q37,Q38,Q25#1_3,Q25#1_33,Q25#1_37,Q25#1_6,Q25#1_7,Q25#1_2,Q25#2_3,Q25#2_33,Q25#2_37,Q25#2_6,Q25#2_7,Q25#2_2,Q25#3_3,Q25#3_33,Q25#3_37,Q25#3_6,Q25#3_7,Q25#3_2,Q25#4_3,Q25#4_33,Q25#4_37,Q25#4_6,Q25#4_7,Q25#4_2,Q25#5_3,Q25#5_33,Q25#5_37,Q25#5_6,Q25#5_7,Q25#5_2,Q34#1_3,Q34#1_33,Q34#1_37,Q34#1_6,Q34#1_7,Q34#1_2,Q36,Q36_3_TEXT,Q30,Q31,Q39,Q48,Q49,Q50,Q51,Q53,Q55,Q17,Q18,Q9,Q32,Q47,Q31,Q33,Q48,Q34,Q35,Q49,Q19,Q20,Q37,Q38,Q39,Q40,Q44,Q41,Q56,Q58,Q57,Q42,Q43,Q43,MTurkCode
2017-11-17 19:47:02,2017-11-17 19:51:10,IP Address,47.158.16.59,100,248,True,2017-11-17 19:51:11,R_21FKiCaPQKVvvVN,,,,,33.720703125,-116.216796875,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor,Refrigerator","Clothes Dryer,Clothes Washer,Pool pump/motor,Refrigerator",Clothes Washer,,,,,1-3 years,,,,,,Yes,,,,,,$50 or less,,,,,,0-30 days,,,,,,Yes,,,,,,Sold it,,,,Own,,No,,Mostly newer (5 years old or less),No,,,,,,Other,IID,,,,,,,,,,You,,51-60 years old,Female,White,"$81,000-$160,000",Some college,2,Yes,2016,4,92203,no," A1YUECT4UUM474",42831564
2017-11-17 19:44:36,2017-11-17 19:53:41,IP Address,108.23.61.92,100,544,True,2017-11-17 19:53:41,R_3FKYE7UyApHupAU,,,,,33.888000488281,-118.13040161133,anonymous,EN,"Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor,Refrigerator","Window Air Conditioner,Refrigerator",Window Air Conditioner,,,Less than 1 year,,,,,,No,,,,,,$50 or less,,,,,,0-30 days,,,,,,No,,,,,,,,,,,,Own,,No,,Mostly newer (5 years old or less),No,,,,,,Southern California Edison (SCE),,,,,,,,,,,"Spouse, domestic partner, or roommate",,21-30 years old,Male,Asian,"$21,000-$80,000",Some college,3,Yes,2015,4,90712,,A24RR4R1XY4JB3,99388381
2017-11-17 19:42:00,2017-11-17 19:56:16,IP Address,76.79.73.30,100,856,True,2017-11-17 19:56:17,R_2wF7NvjsowYLDv2,,,,,33.747406005859,-117.99389648438,anonymous,EN,"Window Air Conditioner,Water Heater,Refrigerator",Refrigerator,Refrigerator,,,,,,,,Don't remember,,,,,,Yes,,,,,,Don't remember,,,,,,Don't remember,,,,,,Yes,,,,,,Recycled it,Rent,,Yes,2013,Mostly newer (5 years old or less),No,,,,,,Southern California Edison (SCE),,,,,Other,,,,,,Landlord,,31-40 years old,Male,Asian,"$21,000-$80,000",Bachelor's degree or higher,2,No,,,92683,,A57D4ZAK8NKWS,6355830
2017-11-17 20:07:20,2017-11-17 20:16:18,IP Address,73.92.28.103,100,538,True,2017-11-17 20:16:19,R_3Di2Dgx0WZnbQcr,,,,,36.725799560547,-121.63180541992,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer,Water Heater,Refrigerator",,Yes,No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,Yes,2012,Mostly newer (5 years old or less),Yes,Less than 1 year,No,,,,Pacific Gas and Electric Company (PG&E),,SmartRate,,,,,,,,,You,,31-40 years old,Female,White,"$81,000-$160,000",Bachelor's degree or higher,2,Yes,2013,1,93940,,A28THWK5IO1YOP,34458011
2017-11-17 20:13:10,2017-11-17 20:17:51,IP Address,47.138.23.89,100,281,True,2017-11-17 20:17:51,R_1d4RhXGLzTuENT8,,,,,33.830993652344,-118.38749694824,anonymous,EN,"Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer,Refrigerator",Refrigerator,,,,,,,,4-6 years,,,,,,No,,,,,,$51-100,,,,,,0-30 days,,,,,,Yes,,,,,,,Rent,,No,,Mostly older (more than 5 years),No,,,,,,Southern California Edison (SCE),,,,,California Alternate Rates for Energy (CARE),,7-10 years,,,,You,,51-60 years old,Female,White,"$21,000-$80,000",Some college,2,No,,,90260,no,A1OV3BVHRWI5EU,81445576
2017-11-17 20:18:02,2017-11-17 20:23:56,IP Address,47.149.150.232,100,354,True,2017-11-17 20:23:57,R_3gRbu8rdp2xd1sh,,,,,33.840301513672,-118.35389709473,anonymous,EN,"Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater,Refrigerator",,,1-3 years,Less than 1 year,Less than 1 year,1-3 years,,1-3 years,No,Yes,Yes,Yes,,Yes,$50 or less,$101-300,$101-300,$50 or less,,$51-100,0-30 days,0-30 days,0-30 days,0-30 days,,0-30 days,Yes,Yes,Yes,Yes,,Yes,,Scrapped it,Scrapped it,Scrapped it,,Scrapped it,Own,,No,,Mostly newer (5 years old or less),No,,,,,,Southern California Edison (SCE),,,,,,,,,,,You,,41-50 years old,Male,Asian,">$160,000",Bachelor's degree or higher,4,No,,,90503,,A3BRLUSS8NLWTE,53413164
2017-11-17 20:20:35,2017-11-17 20:26:05,IP Address,159.203.92.77,100,329,True,2017-11-17 20:26:06,R_3Gqx3LA4GDLpSey,,,,,40.832595825195,-74.130699157715,anonymous,EN,"Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor","Window Air Conditioner,Clothes Washer,Water Heater","Clothes Washer,Water Heater",,,,,1-3 years,4-6 years,,,,,Yes,No,,,,,$50 or less,More than $300,,,,,31-60 days,0-30 days,,,,,Yes,No,,,,,Kept it,,,,Own,,Yes,2009,Mostly newer (5 years old or less),No,,,,,,Southern California Edison (SCE),,,,,Energy Savings Assistance Program,,,,,,You,,21-30 years old,Male,White,"$21,000-$80,000",Bachelor's degree or higher,More than 4,Yes,2010,4,94536,No,A28WSBB0DSV47X,93729124
2017-11-17 20:25:58,2017-11-17 20:28:10,IP Address,172.116.28.59,100,131,True,2017-11-17 20:28:10,R_3k4BgMAWHd3tKf1,,,,,33.838592529297,-117.20320129395,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer,Water Heater,Refrigerator",Refrigerator,,,,,,,,Less than 1 year,,,,,,Yes,,,,,,$51-100,,,,,,31-60 days,,,,,,Yes,,,,,,Kept it,Own,,No,,Mostly older (more than 5 years),No,,,,,,Southern California Edison (SCE),,,,,,,,,,,You,,41-50 years old,Male,White,"$81,000-$160,000",Bachelor's degree or higher,2,No,,,93446,,A37CO0N1KC1CDW,68041640
2017-11-17 20:35:38,2017-11-17 20:37:52,IP Address,172.90.161.255,100,133,True,2017-11-17 20:37:52,R_1et0k3epNL5yGw1,,,,,33.941497802734,-118.13069915771,anonymous,EN,"Window Air Conditioner,Refrigerator","Window Air Conditioner,Refrigerator","Window Air Conditioner,Refrigerator",,,Less than 1 year,,,,,Less than 1 year,No,,,,,No,More than $300,,,,,More than $300,Don't remember,,,,,Don't remember,No,,,,,No,,,,,,,Own,,Prefer not to answer,,,Prefer no to answer,,,,,,Southern California Edison (SCE),,,,,California Alternate Rates for Energy (CARE),,1-2 years,,,,You,,21-30 years old,Male,Asian,"$21,000-$80,000",Bachelor's degree or higher,4,Prefer not to answer,,,90242,No,AJJMP183NXKES,92481302
2017-11-17 20:50:12,2017-11-17 20:53:22,IP Address,108.224.107.244,100,189,True,2017-11-17 20:53:22,R_2wH55MqK1Wi12yR,,,,,39.238204956055,-121.78160095215,anonymous,EN,"Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Window Air Conditioner,Refrigerator",Refrigerator,,,,,,,,4-6 years,,,,,,No,,,,,,$101-300,,,,,,0-30 days,,,,,,Yes,,,,,,,Rent,,No,,Mostly older (more than 5 years),No,,,,,,Pacific Gas and Electric Company (PG&E),,California Alternate Rates for Energy (CARE),,3-4 years,,,,,,,You,,31-40 years old,Female,White,"$21,000-$80,000",Bachelor's degree or higher,More than 4,Yes,2017,4,96080,,A1TQCP0DGC1U4J,17414255
2017-11-17 20:55:28,2017-11-17 21:00:23,IP Address,73.92.17.163,100,295,True,2017-11-17 21:00:24,R_1BQ2N02xwNhu0AU,,,,,37.991195678711,-121.80979919434,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer,Water Heater,Refrigerator",Water Heater,,,,,,1-3 years,,,,,,Yes,,,,,,$101-300,,,,,,31-60 days,,,,,,No,,,,,,Recycled it,,,Own,,No,,Mostly newer (5 years old or less),No,,,,,,Pacific Gas and Electric Company (PG&E),,California Alternate Rates for Energy (CARE),,1-6 months,,,,,,,You,,31-40 years old,Female,White,"$81,000-$160,000",Bachelor's degree or higher,1,No,,,94513,No,A2YTWLFEYAY5XV,2024183
2017-11-17 20:58:47,2017-11-17 21:04:24,IP Address,47.137.177.53,100,336,True,2017-11-17 21:04:24,R_2WNgObFMzoU3IB5,,,,,33.986404418945,-118.08840179443,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator",Clothes Dryer,,Yes,"The dryer was purchased in 2012, and was not eligible for an appliance rebate. I purchased a refrigerator in 2003, which was eligible for the rebate. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,No,,Mostly older (more than 5 years),No,,,,,,Southern California Edison (SCE),,,,,California Alternate Rates for Energy (CARE),,1-2 years,,,,You,,51-60 years old,Female,Hispanic or Latino,"$21,000-$80,000",Bachelor's degree or higher,2,No,,,90660,no,AC7QPNOH2LELF,83630374
2017-11-17 21:00:38,2017-11-17 21:05:00,IP Address,186.159.108.74,100,261,True,2017-11-17 21:05:00,R_28ZCtsvRjXngDFm,,,,,12.149993896484,-68.266700744629,anonymous,EN,"Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer",,,,7-10 years,7-10 years,,,,,No,No,,,,,Don't remember,Don't remember,,,,,0-30 days,0-30 days,,,,,Yes,Yes,,,,,,,,,,Rent,,Yes,2017,Mostly older (more than 5 years),No,,,,,,Pacific Gas and Electric Company (PG&E),,,,,,,,,,,You,,41-50 years old,Male,Asian,"$21,000-$80,000",Bachelor's degree or higher,2,No,,,94608,,A1DQ7F1AK0XHD1,9802402
2017-11-17 20:59:34,2017-11-17 21:09:17,IP Address,67.204.39.5,100,583,True,2017-11-17 21:09:17,R_1XES1BHfWhJfD21,,,,,36.196594238281,-120.39059448242,anonymous,EN,"Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Window Air Conditioner,Clothes Washer,Refrigerator",,Yes,"No, I usually check for rebates before purchasing new appliances, but our utility does not offer rebates for the ones I want. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,Yes,2016,Mostly newer (5 years old or less),Yes,1-3 years,No,,,,Pacific Gas and Electric Company (PG&E),,,,,,,,,,,You,,31-40 years old,Male,White,"$21,000-$80,000",Bachelor's degree or higher,,Yes,2013,2,93638,,A3F9U7DYSD1ZLL,18458934
2017-11-17 21:15:25,2017-11-17 21:19:59,IP Address,73.66.135.0,100,273,True,2017-11-17 21:19:59,R_2UfJzOmDWjJI2r0,,,,,37.737503051758,-121.42579650879,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor,Refrigerator","Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor,Refrigerator",Refrigerator,,,,,,,,1-3 years,,,,,,No,,,,,,Don't remember,,,,,,0-30 days,,,,,,Yes,,,,,,,Own,,Yes,2015,Mostly newer (5 years old or less),No,,,,,,Other,"Modesto irrigation district ",,,,,,,,,,Other,Parents,21-30 years old,Male,White,">$160,000",Some college,3,Yes,2014,More than 4,95391,,A1W1TPQTT53XVR,45100385
2017-11-17 21:14:51,2017-11-17 21:20:27,IP Address,104.175.251.134,100,335,True,2017-11-17 21:20:27,R_ysVE15XT2lDoCvD,,,,,34.002395629883,-117.97570037842,anonymous,EN,"Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor,Refrigerator","Window Air Conditioner,Clothes Dryer,Clothes Washer,Pool pump/motor","Window Air Conditioner,Clothes Dryer,Clothes Washer",,,1-3 years,4-6 years,4-6 years,,,,Yes,Yes,Yes,,,,$51-100,More than $300,More than $300,,,,0-30 days,>60 days,>60 days,,,,No,Yes,Yes,,,,Kept it,Sold it,Sold it,,,,Rent,,No,,Mostly newer (5 years old or less),Yes,4-6 years,Yes,More than $300,Yes,A 15% off on my utility bill,Los Angeles Department of Water and Power (LADWP),,,,,,,,,,,You,,31-40 years old,Male,Hispanic or Latino,"$21,000-$80,000",Some college,2,Yes,2007,1,91790,,A1D0DHEF8HCABM,58383143
2017-11-17 21:25:19,2017-11-17 21:28:34,IP Address,73.222.232.163,100,195,True,2017-11-17 21:28:35,R_1C1366V42FRqL9G,,,,,37.674499511719,-122.0883026123,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer,Water Heater,Refrigerator",Clothes Dryer,,,,1-3 years,,,,,,No,,,,,,$50 or less,,,,,,0-30 days,,,,,,Yes,,,,,,,,,,,Own,,No,,Mostly newer (5 years old or less),No,,,,,,Pacific Gas and Electric Company (PG&E),,SmartRate,,,,,,,,,You,,41-50 years old,Male,White,"$81,000-$160,000",Bachelor's degree or higher,2,No,,,94544,No,A2HVCKK8NOTFD0,92787795
2017-11-17 21:31:35,2017-11-17 21:34:01,IP Address,75.54.18.29,100,145,True,2017-11-17 21:34:01,R_xrd6PxLoP0K13b3,,,,,37.994201660156,-121.68870544434,anonymous,EN,Window Air Conditioner,"Window Air Conditioner,Water Heater","Window Air Conditioner,Water Heater",,,Less than 1 year,,,1-3 years,,,No,,,Yes,,,$101-300,,,$51-100,,,31-60 days,,,31-60 days,,,No,,,No,,,,,,Recycled it,,,Own,,No,,Mostly older (more than 5 years),Yes,1-3 years,Yes,$101-300,No,,Sacramento Municipal Utility District (SMUD),,,,,,,,,,,You,,31-40 years old,Female,White,"$21,000-$80,000",Some college,3,Yes,2013,3,94561,,A1FFLQ2D4WTF7H,71672838
2017-11-17 21:33:44,2017-11-17 21:36:30,IP Address,73.222.140.117,100,165,True,2017-11-17 21:36:31,R_2QsUhrDABsHDOxM,,,,,37.769104003906,-122.4449005127,anonymous,EN,"Clothes Dryer,Clothes Washer,Refrigerator","Clothes Dryer,Clothes Washer,Refrigerator",Refrigerator,,,,,,,,4-6 years,,,,,,No,,,,,,$51-100,,,,,,31-60 days,,,,,,Yes,,,,,,,Rent,,No,,Mostly older (more than 5 years),Yes,4-6 years,No,,,,Pacific Gas and Electric Company (PG&E),,Energy Savings Assistance Program,,,,,,,,,Landlord,,21-30 years old,Male,Asian,"$21,000-$80,000",Bachelor's degree or higher,3,No,,,94116,,ACQ0B1X5APCD5,87629972
2017-11-17 21:29:28,2017-11-17 21:36:52,IP Address,73.93.143.105,100,443,True,2017-11-17 21:36:53,R_2V9ZrAxawMds8ws,,,,,37.801803588867,-122.4382019043,anonymous,EN,"Clothes Dryer,Clothes Washer,Refrigerator","Clothes Dryer,Clothes Washer,Refrigerator",Refrigerator,,,,,,,,1-3 years,,,,,,Yes,,,,,,More than $300,,,,,,0-30 days,,,,,,Yes,,,,,,Recycled it,Own,,No,,Mostly newer (5 years old or less),No,,,,,,Pacific Gas and Electric Company (PG&E),,SmartRate,,,,,,,,,You,,31-40 years old,Male,White,"$81,000-$160,000",Bachelor's degree or higher,2,No,,,94132,,A2YSEU7X3BTNQE,79765592
2017-11-17 21:44:05,2017-11-17 21:50:38,IP Address,104.174.0.20,100,392,True,2017-11-17 21:50:38,R_qxqxRWgmiwD8dPj,,,,,34.164794921875,-118.4008026123,anonymous,EN,Refrigerator,"Window Air Conditioner,Clothes Dryer,Clothes Washer,Refrigerator",Refrigerator,,,,,,,,4-6 years,,,,,,No,,,,,,$51-100,,,,,,31-60 days,,,,,,Yes,,,,,,,Rent,,Yes,2017,Mostly newer (5 years old or less),No,,,,,,Los Angeles Department of Water and Power (LADWP),,,,,,,,,,,"Spouse, domestic partner, or roommate",,41-50 years old,Female,White,"$21,000-$80,000",Bachelor's degree or higher,2,Yes,2016,1,91607,,A358EXLBA1UJ3C,82542974
2017-11-17 22:08:02,2017-11-17 22:09:55,IP Address,23.243.157.217,100,112,True,2017-11-17 22:09:55,R_O2uwBbziHAORpC1,,,,,33.888397216797,-118.30899810791,anonymous,EN,Clothes Washer,Clothes Washer,Clothes Washer,,,,,Less than 1 year,,,,,,No,,,,,,Don't remember,,,,,,Don't remember,,,,,,No,,,,,,,,,,Rent,,Yes,Prefer not to answer,Mostly newer (5 years old or less),No,,,,,,Los Angeles Department of Water and Power (LADWP),,,,,,,,,,,Landlord,,21-30 years old,Female,White,Prefer not to answer,Bachelor's degree or higher,1,No,,,90277,Good luck!,A1E4T8TME19QL8,25962474
2017-11-17 22:12:36,2017-11-17 22:16:08,IP Address,23.121.186.214,100,212,True,2017-11-17 22:16:09,R_eguG2I3OjCgm63L,,,,,38.645004272461,-121.44039916992,anonymous,EN,"Window Air Conditioner,Water Heater,Refrigerator",Refrigerator,Refrigerator,,,,,,,,Less than 1 year,,,,,,No,,,,,,$51-100,,,,,,0-30 days,,,,,,Yes,,,,,,,Rent,,Yes,2017,Mostly newer (5 years old or less),Yes,Less than 1 year,No,,,,Sacramento Municipal Utility District (SMUD),,,,,,,,,,,You,,41-50 years old,Female,Hispanic or Latino,"$21,000-$80,000",Bachelor's degree or higher,4,Yes,2016,More than 4,95838,thank you,A1QZXUONOI6YH1,87574382
2017-11-17 22:15:46,2017-11-17 22:21:03,IP Address,23.120.253.247,100,317,True,2017-11-17 22:21:04,R_2xJDRlDJRSVwGCK,,,,,37.674499511719,-122.0883026123,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer,Refrigerator","Clothes Dryer,Clothes Washer,Refrigerator",,,,4-6 years,4-6 years,,,4-6 years,,No,No,,,No,,$51-100,$51-100,,,$51-100,,>60 days,>60 days,,,>60 days,,Yes,Yes,,,Yes,,,,,,,Rent,,Yes,2012,Mostly newer (5 years old or less),No,,,,,,Pacific Gas and Electric Company (PG&E),,"California Alternate Rates for Energy (CARE),Energy Savings Assistance Program",,3-4 years,,,,,,,You,,31-40 years old,Male,Asian,"$21,000-$80,000",Bachelor's degree or higher,3,No,,,94577,I really enjoyed taking this survey.,ADTNOFJHTTB1L,29486641
2017-11-17 22:21:45,2017-11-17 22:24:55,IP Address,67.160.198.79,100,189,True,2017-11-17 22:24:55,R_2VCvwkhHWMhIAa6,,,,,37.653396606445,-122.42309570312,anonymous,EN,"Clothes Dryer,Clothes Washer,Refrigerator","Clothes Dryer,Clothes Washer,Water Heater,Refrigerator",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,2017,Mostly older (more than 5 years),No,,,,,,Pacific Gas and Electric Company (PG&E),,,,,,,,,,,"Spouse, domestic partner, or roommate",,21-30 years old,Female,Asian,">$160,000",Bachelor's degree or higher,,No,,,94080,,A1OI9FSPVQ9REU,82139009
2017-11-17 22:39:10,2017-11-17 22:42:08,IP Address,98.148.240.230,100,177,True,2017-11-17 22:42:08,R_wQTZC734w3oPKRX,,,,,34.039001464844,-117.75479888916,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator",I did not purchase any of these,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,No,,Mostly newer (5 years old or less),No,,,,,,Southern California Edison (SCE),,,,,,,,,,,"Spouse, domestic partner, or roommate",,31-40 years old,Female,Asian,"$21,000-$80,000",Bachelor's degree or higher,4,Yes,2016,3,91766,no,A1OC9TAY4UAPW0,27715529
2017-11-17 22:33:25,2017-11-17 22:43:15,IP Address,99.8.28.198,100,590,True,2017-11-17 22:43:16,R_11ayWTqQJSw2LLc,,,,,33.877807617188,-117.53440093994,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer,Refrigerator",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,Yes,2016,Mostly older (more than 5 years),No,,,,,,Southern California Edison (SCE),,,,,,,,,,,You,,41-50 years old,Male,White,"$81,000-$160,000",Bachelor's degree or higher,2,Yes,2016,1,92882,,APZPQ332QVEUY,87205035
2017-11-17 21:42:30,2017-11-17 22:56:15,IP Address,99.89.114.48,100,4424,True,2017-11-17 22:56:15,R_1n7Qz8Ndz6oBSGV,,,,,38.60270690918,-121.268699646,anonymous,EN,"Water Heater,I do not have any of these",I did not purchase any of these,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Prefer not to answer,,Prefer not to answer,No,,,,,,Sacramento Municipal Utility District (SMUD),,,,,,,,,,,You,,21-30 years old,Female,White,"$21,000-$80,000",High school graduate or GED,2,Prefer not to answer,,,95670,,A3TOPC0NUS7RNT,40772909
2017-11-17 22:56:14,2017-11-17 22:58:32,IP Address,64.30.121.57,100,138,True,2017-11-17 22:58:32,R_8tZUFOFGbNuRroZ,,,,,38.762496948242,-121.1649017334,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator",I did not purchase any of these,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,Yes,2017,Mostly newer (5 years old or less),No,,,,,,Pacific Gas and Electric Company (PG&E),,,,,,,,,,,Landlord,,21-30 years old,Female,White,"$21,000-$80,000",Bachelor's degree or higher,1,Yes,2016,4,94118,,A256DF3SS4I8WU,92360951
2017-11-17 23:17:30,2017-11-17 23:20:10,IP Address,108.89.35.172,100,159,True,2017-11-17 23:20:11,R_10ZBGOOI6LOT1Kf,,,,,37.425003051758,-121.94599914551,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer,Refrigerator",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,Yes,2017,Mostly newer (5 years old or less),Yes,Less than 1 year,No,,,,Pacific Gas and Electric Company (PG&E),,,,,,,,,,,You,,31-40 years old,Male,Asian,"$81,000-$160,000",Bachelor's degree or higher,More than 4,Yes,2015,3,95131,,A2W70FNZPR9M4P,78242259
2017-11-17 23:13:22,2017-11-17 23:28:25,IP Address,47.150.65.25,100,903,True,2017-11-17 23:28:26,R_pLU13dUnrjVVQsh,,,,,34.213302612305,-118.88000488281,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor,Refrigerator","Clothes Dryer,Clothes Washer,Water Heater,Refrigerator",Refrigerator,,,,,,,,4-6 years,,,,,,Yes,,,,,,$51-100,,,,,,31-60 days,,,,,,Yes,,,,,,Kept it,Own,,No,,Mostly older (more than 5 years),No,,,,,,Southern California Edison (SCE),,,,,California Alternate Rates for Energy (CARE),,3-4 years,,,,You,,31-40 years old,Male,White,">$160,000",Bachelor's degree or higher,3,Yes,2017,4,91362,no,A1JGZD9FUDYJ30,88554206
2017-11-17 23:22:26,2017-11-17 23:29:25,IP Address,73.185.68.53,100,419,True,2017-11-17 23:29:26,R_3gXTcAc8Cnf21Ab,,,,,38.672897338867,-121.14880371094,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer,Refrigerator",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,Yes,2012,Mostly older (more than 5 years),No,,,,,,Sacramento Municipal Utility District (SMUD),,,,,,,,,,,You,,31-40 years old,Male,"White,Hispanic or Latino,Asian","$21,000-$80,000",Some college,4,Yes,2017,3,95827,,A30AB6XHCZX9FH,8951813
2017-11-17 23:38:33,2017-11-17 23:42:43,IP Address,73.12.210.136,100,250,True,2017-11-17 23:42:43,R_1DA9ciD64M1128K,,,,,37.975296020508,-121.32440185547,anonymous,EN,"Window Air Conditioner,Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Window Air Conditioner,Clothes Dryer,Clothes Washer,Refrigerator",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Own,,Yes,2014,Mostly newer (5 years old or less),No,,,,,,Pacific Gas and Electric Company (PG&E),,California Alternate Rates for Energy (CARE),,3-4 years,,,,,,,You,,51-60 years old,Female,White,"$21,000-$80,000",Some college,2,No,,,95204,no,A3J9EHZQ9PERAX,36937208
2017-11-17 23:41:39,2017-11-17 23:47:58,IP Address,24.6.154.40,100,378,True,2017-11-17 23:47:58,R_VImpFZqXjOWoWzf,,,,,37.723007202148,-122.48419952393,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor,Refrigerator",I did not purchase any of these,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rent,,No,,Mostly older (more than 5 years),No,,,,,,Pacific Gas and Electric Company (PG&E),,Energy Savings Assistance Program,,,,,,,,,"Spouse, domestic partner, or roommate",,31-40 years old,Female,Asian,"$21,000-$80,000",Bachelor's degree or higher,More than 4,No,,,95635,,A66GVEZ7BBLH,37972928
2017-11-17 23:55:52,2017-11-18 00:00:12,IP Address,76.198.130.150,100,260,True,2017-11-18 00:00:13,R_3IY8D8tYIzeZU2O,,,,,37.419204711914,-122.05740356445,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Pool pump/motor,Refrigerator","Clothes Dryer,Clothes Washer,Refrigerator","Clothes Dryer,Clothes Washer,Refrigerator",,,,1-3 years,1-3 years,,,1-3 years,,No,No,,,No,,$50 or less,$50 or less,,,$50 or less,,>60 days,>60 days,,,>60 days,,Yes,Yes,,,Yes,,,,,,,Own,,Yes,2012,Mostly newer (5 years old or less),No,,,,,,Pacific Gas and Electric Company (PG&E),,California Alternate Rates for Energy (CARE),,3-4 years,,,,,,,You,,41-50 years old,Female,Asian,">$160,000",Bachelor's degree or higher,More than 4,No,,,94087,,A3RH0FSJYQSFEZ,73337199
2017-11-17 23:27:21,2017-11-18 00:00:14,IP Address,104.11.61.83,100,1973,True,2017-11-18 00:00:14,R_2rOq9ud8JBsoEtq,,,,,37.918106079102,-122.07350158691,anonymous,EN,"Clothes Dryer,Clothes Washer,Water Heater,Refrigerator","Clothes Dryer,Clothes Washer,Water Heater",Clothes Washer,,,,,4-6 years,,,,,,Yes,,,,,,$51-100,,,,,,0-30 days,,,,,,Yes,,,,,,Scrapped it,,,,Own,,Yes,2014,Mostly newer (5 years old or less),No,,,,,,Pacific Gas and Electric Company (PG&E),,,,,,,,,,,You,,51-60 years old,Male,White,">$160,000",Bachelor's degree or higher,4,No,,,94598,Thanks for the opportunity to participate and good luck with your research!,A8KX1HFH8NE2Q,89903049
